ano,name_model,Erro_days,R2,MAE,RMSE,TP,FP,FN,TN,Recall,Precision,F1,MedAE
2017,RF_classificador,8.930693069306932,0.4534065638285556,0.19733907201728798,0.36962197718072476,370,523,82,2321,0.8185840707964602,0.4143337066069429,0.5501858736059481,0.19733907201728798
2018,RF_classificador,9.916666666666666,0.4612558471702036,0.19484316067874702,0.36691456814960804,124,193,108,1090,0.5344827586206896,0.3911671924290221,0.45173041894353366,0.19484316067874702
2019,RF_classificador,13.533333333333333,0.467921378735184,0.19554354638019625,0.3646687070024243,232,588,52,1548,0.8169014084507042,0.28292682926829266,0.4202898550724637,0.19554354638019625
2020,RF_classificador,13.938144329896907,0.4630302590396771,0.19695702296117296,0.36635626351334005,377,937,23,2111,0.9425,0.286910197869102,0.43990665110851807,0.19695702296117296
2021,RF_classificador,16.153846153846153,0.46214726157479136,0.1964417053472918,0.36664497666516177,50,166,22,448,0.6944444444444444,0.23148148148148148,0.3472222222222222,0.1964417053472918
2022,RF_classificador,11.5,0.45649336210890235,0.19828853442240618,0.368555177447365,5,8,3,34,0.625,0.38461538461538464,0.4761904761904762,0.19828853442240618
2004,RF_classificador_temp,7.30379746835443,0.6395022232048408,0.1342623711696783,0.3001980296960816,283,180,225,2357,0.5570866141732284,0.6112311015118791,0.5829042224510814,0.1342623711696783
2005,RF_classificador_temp,7.207692307692308,0.6355616873643107,0.13328413859831478,0.30178447099447026,489,285,485,4904,0.502053388090349,0.6317829457364341,0.5594965675057209,0.13328413859831478
2006,RF_classificador_temp,5.809628008752735,0.6340648726368799,0.13241270943084785,0.3023883358206688,1706,587,947,14204,0.6430456087448172,0.7440034888791975,0.6898503841488071,0.13241270943084785
2007,RF_classificador_temp,13.927152317880795,0.6446749221976398,0.13650604858723117,0.29799140508859157,3392,3925,747,23896,0.819521623580575,0.46357796911302446,0.5921787709497207,0.13650604858723117
2008,RF_classificador_temp,9.000723065798988,0.6231451495945624,0.14660731031499402,0.306933911084608,5345,3414,955,40073,0.8484126984126984,0.6102294782509419,0.7098744936582774,0.14660731031499402
2009,RF_classificador_temp,9.611702127659575,0.6303931866109329,0.1355415683063975,0.3039278680097757,699,634,361,5310,0.659433962264151,0.5243810952738185,0.584203928123694,0.1355415683063975
2010,RF_classificador_temp,14.081395348837209,0.6408992488884142,0.1339214898036813,0.29957221437299497,999,1659,161,6179,0.8612068965517241,0.3758465011286682,0.5233106338397067,0.1339214898036813
2011,RF_classificador_temp,5.714285714285714,0.623365414477587,0.13829048768216393,0.3068103093170185,44,15,36,445,0.55,0.7457627118644068,0.6330935251798562,0.13829048768216393
2012,RF_classificador_temp,16.01818181818182,0.6352820012419415,0.13600266735698968,0.3019480055789618,440,964,8,2016,0.9821428571428571,0.31339031339031337,0.4751619870410367,0.13600266735698968
2013,RF_classificador_temp,14.133333333333333,0.6287449946252212,0.1377676056695643,0.3046010756882023,291,382,9,1643,0.97,0.4323922734026746,0.5981500513874615,0.1377676056695643
2014,RF_classificador_temp,7.571428571428571,0.6336669408030338,0.13662454821376957,0.3026020249661322,241,155,115,1911,0.6769662921348315,0.6085858585858586,0.6409574468085106,0.13662454821376957
2015,RF_classificador_temp,8.218390804597702,0.6308493476828856,0.13616238906184003,0.30375076584434874,304,252,120,1990,0.7169811320754716,0.5467625899280576,0.6204081632653061,0.13616238906184003
2016,RF_classificador_temp,10.341772151898734,0.641217262983826,0.13552481294615576,0.2994549675925279,299,304,73,1952,0.803763440860215,0.49585406301824214,0.6133333333333333,0.13552481294615576
2017,RF_classificador_temp,9.627450980392156,0.6412944774186868,0.13488724904721316,0.2994248605212736,386,312,66,2532,0.8539823008849557,0.5530085959885387,0.671304347826087,0.13488724904721316
2018,RF_classificador_temp,11.380952380952381,0.6451187448208129,0.13453731325570473,0.29775975030657625,151,188,81,1095,0.6508620689655172,0.44542772861356933,0.5288966725043782,0.13453731325570473
2019,RF_classificador_temp,14.184615384615384,0.631207306991681,0.13744013300250604,0.30361790112797876,250,310,34,1826,0.8802816901408451,0.44642857142857145,0.5924170616113744,0.13744013300250604
2020,RF_classificador_temp,16.309278350515463,0.6325854360696119,0.13741422048491164,0.30298528332933367,374,546,26,2502,0.935,0.40652173913043477,0.5666666666666667,0.13741422048491164
2021,RF_classificador_temp,15.470588235294118,0.6319429567065862,0.13694860324433267,0.3033169964079012,68,89,4,525,0.9444444444444444,0.43312101910828027,0.593886462882096,0.13694860324433267
2022,RF_classificador_temp,7.0,0.6419967680904286,0.13671998502712338,0.29911297045352525,8,6,0,36,1.0,0.5714285714285714,0.7272727272727273,0.13671998502712338
2004,RF_regressor_safra_temp,11.672831750162398,-0.026671887015719875,11.672831750162398,15.116564385214986,489,1113,1443,0,0.2531055900621118,0.3052434456928839,0.2767402376910017,8.810000000000002
2005,RF_regressor_safra_temp,12.67984205514902,0.6384400738112421,12.67984205514902,16.32237969994834,971,2001,3191,0,0.23330129745314754,0.32671601615074025,0.27221754976170454,10.659999999999997
2006,RF_regressor_safra_temp,9.471538318588959,-0.2786866824940166,9.471538318588959,13.388094295422261,5326,5436,6682,0,0.44353764157228515,0.49488942575729417,0.467808519982433,6.724999999999994
2007,RF_regressor_safra_temp,15.334425516246673,-0.026891945869484957,15.334425516246673,19.592597855205156,6074,19900,5986,0,0.503648424543947,0.23384923384923384,0.319398432981017,12.678333333333327
2008,RF_regressor_safra_temp,16.86075081344858,-0.3185548139717491,16.86075081344858,21.389463963033922,7330,38115,4342,0,0.6279986291980809,0.16129387171305976,0.25666614142899663,14.384999999999991
2009,RF_regressor_safra_temp,10.731482339726591,0.5692319304721652,10.731482339726591,14.22249314452546,1622,2561,2821,0,0.36506864731037586,0.3877599808749701,0.3760723394389056,7.998166666666663
2010,RF_regressor_safra_temp,14.158537343006948,-0.2501624951437731,14.158537343006948,21.220756803322665,2297,3846,2855,0,0.44584627329192544,0.37392153670844863,0.4067286409915892,7.469999999999999
2011,RF_regressor_safra_temp,18.074543703453152,0.5054852633184145,18.074543703453152,24.0354444324276,50,213,277,0,0.1529051987767584,0.19011406844106463,0.16949152542372878,12.80850000000001
2012,RF_regressor_safra_temp,12.190684259949075,0.05085425578187219,12.190684259949075,17.014193326476256,857,1866,705,0,0.5486555697823303,0.31472640470069774,0.4,8.781666666666666
2013,RF_regressor_safra_temp,13.27489415577066,0.48460361410423725,13.27489415577066,17.990725495999804,474,1512,339,0,0.5830258302583026,0.23867069486404835,0.3386923901393355,9.51466666666667
2014,RF_regressor_safra_temp,11.287341297847405,0.05471067529872842,11.287341297847405,15.88503544186115,657,928,837,0,0.4397590361445783,0.41451104100946373,0.426761935693407,7.642499999999998
2015,RF_regressor_safra_temp,15.926571410709819,-1.948102485058611,15.926571410709819,21.000304737567063,549,501,1616,0,0.2535796766743649,0.5228571428571429,0.34152410575427683,13.21
2016,RF_regressor_safra_temp,10.925496979466311,0.31083973809560195,10.925496979466311,14.692908066385087,662,1179,787,0,0.45686680469289165,0.35958718087995656,0.4024316109422492,8.25500000000001
2017,RF_regressor_safra_temp,8.85434194887502,0.49997380655974766,8.85434194887502,12.318551731632484,976,1126,1194,0,0.4497695852534562,0.4643196955280685,0.45692883895131087,6.25
2018,RF_regressor_safra_temp,16.13878673581644,0.297524296644866,16.13878673581644,21.06686963601783,315,333,867,0,0.26649746192893403,0.4861111111111111,0.34426229508196726,13.795000000000002
2019,RF_regressor_safra_temp,15.90961472692916,0.31121868010526754,15.90961472692916,21.069718307731787,542,1314,564,0,0.49005424954792043,0.2920258620689655,0.36596893990546925,12.216416666666674
2020,RF_regressor_safra_temp,12.91402790014188,-0.3161302013241041,12.91402790014188,17.088900242993933,690,2013,745,0,0.4808362369337979,0.25527192008879024,0.33349444175930404,9.814083333333329
2021,RF_regressor_safra_temp,16.338139556527857,0.559235249357684,16.338139556527857,21.028270524964515,98,405,183,0,0.3487544483985765,0.19483101391650098,0.24999999999999994,11.763000000000005
2022,RF_regressor_safra_temp,8.2492,0.0,8.2492,9.136825433376737,0,41,9,0,0.0,0.0,0.0,6.980000000000004
2004,RF_regressao_talhao_temp,12.383319518791888,-0.19150821545386942,12.383319518791888,15.82292338399901,589,835,1621,0,0.2665158371040724,0.413623595505618,0.3241607044578977,9.459999999999994
2005,RF_regressao_talhao_temp,11.856330220341423,-0.2913253730402203,11.856330220341423,14.822270689954834,1034,1775,3354,0,0.23564266180492252,0.36810252758988965,0.28734194803390306,10.099999999999994
2006,RF_regressao_talhao_temp,11.004971664066188,0.058183661161759215,11.004971664066188,14.422378119048425,3870,5767,7807,0,0.33142074162884305,0.4015772543322611,0.36314159707234683,8.591250000000002
2007,RF_regressao_talhao_temp,10.481104970412659,-0.029571065560280996,10.481104970412659,14.490884282713868,8057,11138,12765,0,0.3869464988953991,0.41974472518885125,0.4026788614838694,7.079999999999998
2008,RF_regressao_talhao_temp,11.276151916894436,-0.024246684624747994,11.276151916894436,15.609961307120281,12327,22783,14677,0,0.45648792771441266,0.35109655368840786,0.39691534919663846,7.909999999999997
2009,RF_regressao_talhao_temp,10.298866348497299,0.10402083832079112,10.298866348497299,13.697431495711095,1736,2697,2571,0,0.4030647782679359,0.3916083916083916,0.397254004576659,7.534844017094009
2010,RF_regressao_talhao_temp,11.735054724601587,0.17626843792562585,11.735054724601587,17.39121598186876,2609,4229,2160,0,0.5470748584608933,0.38154431120210586,0.44955630223141213,6.14424836601308
2011,RF_regressao_talhao_temp,15.912996741221741,-0.6548227629130079,15.912996741221741,20.58016722247925,71,158,311,0,0.18586387434554974,0.31004366812227074,0.23240589198036007,12.162500000000001
2012,RF_regressao_talhao_temp,11.604735743582149,-0.02443617268441378,11.604735743582149,15.916639715123635,823,1714,891,0,0.48016336056009334,0.32439889633425306,0.387203011056222,8.86227489177491
2013,RF_regressao_talhao_temp,9.936198079131144,-0.7734327339205551,9.936198079131144,13.049962031288311,463,991,871,0,0.34707646176911544,0.3184319119669876,0.3321377331420373,7.711875000000006
2014,RF_regressao_talhao_temp,10.943099004850682,0.15926106522621641,10.943099004850682,14.181662746187467,489,802,1131,0,0.30185185185185187,0.3787761425251743,0.3359670216420474,8.606297348484851
2015,RF_regressao_talhao_temp,10.875260646873585,0.2637714993236665,10.875260646873585,14.042888441993249,514,1091,1061,0,0.32634920634920633,0.3202492211838006,0.32327044025157226,9.069999999999993
2016,RF_regressao_talhao_temp,10.842777015035875,0.11029016679170855,10.842777015035875,14.582756572079585,554,1116,958,0,0.3664021164021164,0.3317365269461078,0.34820867379006915,7.991500000000002
2017,RF_regressao_talhao_temp,7.883465608323294,-0.012910690177355466,7.883465608323294,10.98382783732297,1133,1234,929,0,0.549466537342386,0.47866497676383607,0.5116279069767441,5.3700000000000045
2018,RF_regressao_talhao_temp,12.182977975933106,0.07125253062951442,12.182977975933106,16.775056972453207,338,409,768,0,0.30560578661844484,0.4524765729585007,0.3648138154344307,7.650000000000006
2019,RF_regressao_talhao_temp,14.193628766057065,-0.12622976511406137,14.193628766057065,19.09643046239435,473,1331,616,0,0.43434343434343436,0.2621951219512195,0.3269961977186312,10.224380952380947
2020,RF_regressao_talhao_temp,10.86408157598693,-0.03218829860187333,10.86408157598693,14.7505279608184,853,1719,876,0,0.4933487565066512,0.33164852255054433,0.39665194140897464,7.178333333333342
2021,RF_regressao_talhao_temp,16.743135337694376,-1.1098806461199504,16.743135337694376,22.885392927680773,100,373,213,0,0.3194888178913738,0.21141649048625794,0.2544529262086514,10.74666666666667
2022,RF_regressao_talhao_temp,5.496746666666666,0.0,5.496746666666666,7.4216900641146255,21,7,22,0,0.4883720930232558,0.75,0.5915492957746479,3.5450000000000017
2004,XGBoost_regressao_talhao_temp,12.510272327041,-0.18921113014221191,12.510272327041,15.807665121549771,564,885,1596,0,0.2611111111111111,0.38923395445134573,0.31255195344970904,10.265708923339844
2005,XGBoost_regressao_talhao_temp,12.461742460543936,-0.4592336416244507,12.461742460543936,15.756484549284094,1032,1504,3627,0,0.2215067611075338,0.4069400630914827,0.28686587908269634,10.05621337890625
2006,XGBoost_regressao_talhao_temp,10.594245085118152,0.10869139432907104,10.594245085118152,14.030327663736273,3792,6042,7610,0,0.3325732327661814,0.38560097620500305,0.35712940290073464,7.673877716064453
2007,XGBoost_regressao_talhao_temp,9.577315253161071,0.1065855622291565,9.577315253161071,13.498739517257901,9122,11258,11580,0,0.440633755192735,0.44759568204121686,0.4440874348863249,5.752204895019531
2008,XGBoost_regressao_talhao_temp,10.549432793401428,0.08288353681564331,10.549432793401428,14.771064977915318,13030,22185,14572,0,0.47206724150423884,0.37001277864546356,0.41485585112310364,6.942047119140625
2009,XGBoost_regressao_talhao_temp,11.328564133527005,-0.04335665702819824,11.328564133527005,14.781094702693965,1511,3076,2417,0,0.38467413441955195,0.32940919991279705,0.3549031121550206,8.455123901367188
2010,XGBoost_regressao_talhao_temp,11.978083798132305,0.2109156847000122,11.978083798132305,17.02153791934028,2359,4856,1783,0,0.5695316272332207,0.32695772695772696,0.41542660913973767,7.086021423339844
2011,XGBoost_regressao_talhao_temp,13.327203312626592,-0.36339056491851807,13.327203312626592,18.68027540252491,148,71,321,0,0.31556503198294245,0.6757990867579908,0.4302325581395349,9.19024658203125
2012,XGBoost_regressao_talhao_temp,10.787374497572767,0.10927128791809082,10.787374497572767,14.841631633858348,815,1873,740,0,0.5241157556270096,0.30319940476190477,0.38416214942257837,8.072822570800781
2013,XGBoost_regressao_talhao_temp,8.836319693288495,-0.49180424213409424,8.836319693288495,11.968999345727553,622,900,803,0,0.43649122807017543,0.40867279894875164,0.4221241940956905,6.4725799560546875
2014,XGBoost_regressao_talhao_temp,10.393870603339323,0.22169917821884155,10.393870603339323,13.644898886714781,556,860,1006,0,0.3559539052496799,0.3926553672316384,0.3734049697783748,7.811931610107422
2015,XGBoost_regressao_talhao_temp,10.97094255520362,0.24832576513290405,10.97094255520362,14.189429620056535,523,1240,903,0,0.3667601683029453,0.2966534316505956,0.3280025086233929,9.221626281738281
2016,XGBoost_regressao_talhao_temp,10.336349527948341,0.15629249811172485,10.336349527948341,14.20075305985658,679,1125,824,0,0.4517631403858949,0.3763858093126386,0.4106440882975506,7.052242279052734
2017,XGBoost_regressao_talhao_temp,7.97982965048077,-0.02270674705505371,7.97982965048077,11.03681278015726,1016,1542,738,0,0.5792474344355758,0.3971853010164191,0.47124304267161415,5.639507293701172
2018,XGBoost_regressao_talhao_temp,11.419290737743818,0.16928035020828247,11.419290737743818,15.865086542556261,406,423,686,0,0.3717948717948718,0.4897466827503016,0.42269651223321186,6.8892822265625
2019,XGBoost_regressao_talhao_temp,13.546369839502761,-0.05010640621185303,13.546369839502761,18.439764010581353,503,1396,521,0,0.4912109375,0.26487625065824116,0.34416695176188844,8.791923522949219
2020,XGBoost_regressao_talhao_temp,10.319062449815931,0.008796274662017822,10.319062449815931,14.454716585636532,1065,1641,742,0,0.5893746541228556,0.39356984478935697,0.47196986483492137,6.253883361816406
2021,XGBoost_regressao_talhao_temp,14.3407862805069,-0.296488881111145,14.3407862805069,17.939643069096224,132,379,175,0,0.42996742671009774,0.2583170254403131,0.32273838630806845,13.44974136352539
2022,XGBoost_regressao_talhao_temp,7.6104278564453125,0.0,7.6104278564453125,8.657789262013203,11,5,34,0,0.24444444444444444,0.6875,0.360655737704918,8.608821868896484
2004,XGB_regressor_safra_temp,11.238744077384961,0.07349568605422974,11.238744077384961,14.360216649020794,578,902,1565,0,0.269715352309846,0.39054054054054055,0.31907259177477226,8.921249389648438
2005,XGB_regressor_safra_temp,10.172037072949996,0.7565147876739502,10.172037072949996,13.394597184076714,1283,1780,3100,0,0.29272187999087385,0.4188703885079987,0.34461455815202796,7.54852294921875
2006,XGB_regressor_safra_temp,9.617692610616668,-0.1518418788909912,9.617692610616668,12.706710189827277,4154,5017,8273,0,0.33427214935221694,0.4529495147748337,0.38466524678210945,7.055084228515625
2007,XGB_regressor_safra_temp,12.497451695333584,0.34502339363098145,12.497451695333584,15.647412456869235,5398,19448,7114,0,0.43142583120204603,0.21725831119697336,0.2889876331709406,10.882469177246094
2008,XGB_regressor_safra_temp,13.832493912010722,0.040614426136016846,13.832493912010722,18.245149336380248,8631,34699,6457,0,0.5720440084835631,0.19919224555735057,0.2954911157519942,10.835525512695312
2009,XGB_regressor_safra_temp,10.265203085985952,0.5742152333259583,10.265203085985952,14.13998800279998,1715,2457,2832,0,0.37717176160105564,0.4110738255033557,0.39339373781396947,6.959831237792969
2010,XGB_regressor_safra_temp,12.402241862225623,0.199870765209198,12.402241862225623,16.976872826826966,2031,4249,2718,0,0.42766898294377764,0.3234076433121019,0.3683017499319975,8.102157592773438
2011,XGB_regressor_safra_temp,17.51375408879033,0.5241539478302002,17.51375408879033,23.577391510907958,103,90,347,0,0.2288888888888889,0.533678756476684,0.3203732503888025,15.043022155761719
2012,XGB_regressor_safra_temp,10.51599320063374,0.3352511525154114,10.51599320063374,14.238810297546944,789,1881,758,0,0.5100193923723335,0.2955056179775281,0.374199668010434,7.4199676513671875
2013,XGB_regressor_safra_temp,9.816546808058217,0.7060205936431885,9.816546808058217,13.587404169568423,519,1208,598,0,0.4646374216651746,0.3005211349160394,0.3649789029535865,6.3318328857421875
2014,XGB_regressor_safra_temp,9.806724806643045,0.37903058528900146,9.806724806643045,12.874812626513028,658,687,1077,0,0.3792507204610951,0.48921933085501856,0.42727272727272725,7.612361907958984
